,width,height,class,xmin,ymin,xmax,ymax
1310,2814,1890,F15,391,6,2814,1227
1311,800,600,RQ4,1,377,800,548
1312,1200,800,RQ4,440,390,744,431
1313,1200,800,F15,724,331,846,462
1314,2048,1536,US2,365,648,1513,944
1315,964,1500,F14,135,1280,433,1367
1316,964,1500,F14,5,1210,385,1315
1317,964,1500,F14,1,1101,383,1228
1318,964,1500,F14,142,848,935,1085
1319,964,1500,F14,1,471,741,678
1320,964,1500,F14,1,101,900,371
1321,602,1366,F14,318,44,600,205
1322,1752,986,F117,667,227,905,451
1323,6016,4016,F15,3556,2247,4567,2542
1324,1199,797,V22,564,336,731,489
1325,1280,988,F35,43,258,240,378
1326,1280,988,F35,344,289,539,420
1327,1280,988,F35,581,285,775,401
1328,1280,988,F35,743,302,937,417
1329,1280,698,B2,605,256,721,306
1330,1998,1427,EF2000,1022,1085,1145,1149
1331,1998,1427,EF2000,922,873,1046,940
1332,1998,1427,EF2000,1063,536,1188,601
1333,1998,1427,EF2000,774,366,898,433
1334,1998,1427,EF2000,468,297,594,365
1335,1998,1427,A400M,1164,746,1546,937
1336,1600,1143,XB70,1,502,1600,772
1337,2383,1702,F18,678,392,2268,1048
1338,292,171,C130,16,30,278,129
1339,3264,2448,AV8B,1,1051,1624,1663
1340,3264,2448,AV8B,146,923,3263,1801
1341,1200,799,F15,91,283,667,428
1342,1200,799,F16,303,394,721,524
1343,1200,799,F16,671,248,1102,384
1344,800,1200,F15,150,217,530,627
1345,631,631,Vulcan,118,107,534,370
1346,631,631,Vulcan,208,66,347,135
1347,1024,1024,F18,1,743,88,971
1348,1024,1024,F18,59,688,229,890
1349,1024,1024,F18,149,650,356,803
1350,1024,1024,F18,327,645,535,800
1351,1024,1024,F18,516,651,731,792
1352,1024,1024,F18,691,646,908,785
1353,1024,1024,F18,876,638,1024,767
1354,1024,1024,F18,845,502,1024,629
1355,1024,1024,F18,645,498,866,626
1356,1024,1024,F18,438,496,653,627
1357,1024,1024,F18,257,483,462,631
1358,1024,1024,F18,1,401,168,531
1359,1024,1024,F18,56,243,275,367
1360,1024,1024,F18,142,377,343,534
1361,1024,1024,F18,337,344,539,491
1362,1024,1024,F18,491,347,693,497
1363,1024,1024,F18,650,379,863,498
1364,1024,1024,F18,824,380,1023,510
1365,564,423,U2,43,192,347,383
1366,564,423,U2,303,169,497,264
1367,1170,778,E2,74,290,1049,638
1368,1170,778,Rafale,408,226,894,385
1369,1170,778,Rafale,494,202,761,302
1370,720,480,US2,279,106,720,245
1371,3600,2400,EF2000,84,891,1318,1724
1372,3600,2400,EF2000,195,507,3409,1930
1373,900,517,F117,1,162,900,503
1374,900,517,F117,702,254,900,433
1375,2700,1860,B2,220,128,2700,1427
1376,1280,853,F18,196,250,1114,556
1377,2452,1084,F18,50,499,1439,1038
1378,2452,1084,F18,671,260,2384,760
1379,2452,1084,F18,1215,70,1991,449
1380,2048,2048,F35,168,1022,271,1127
1381,1600,1156,Rafale,326,295,1254,595
1382,2048,1236,JAS39,1447,202,1929,458
1383,2048,1236,JAS39,1147,508,1864,805
1384,2048,1236,JAS39,38,793,1280,1117
1385,4719,3146,Rafale,1394,432,3527,1923
1386,1920,1080,F18,130,461,552,604
1387,1920,1080,F18,661,389,1243,586
1388,1920,1080,F18,843,660,1088,766
1389,1920,1080,F18,1276,457,1721,616
1390,750,465,B1,19,140,730,310
1391,850,1202,F117,464,808,744,976
1392,850,1202,B2,502,600,699,760
1393,602,584,RQ4,1,31,602,277
1394,602,584,RQ4,166,400,574,549
1395,1024,683,V22,415,135,886,377
1396,1920,1284,Tornado,217,384,1553,907
1397,1200,814,F16,1,508,413,631
1398,1200,814,F16,230,397,736,558
1399,1200,814,F16,603,284,1101,404
1400,1200,814,F16,299,183,810,332
1401,1200,814,F16,1,54,511,224
1402,600,400,US2,23,93,590,299
1403,1280,720,XB70,1,572,1266,720
1404,1200,800,Tornado,15,179,1188,628
1405,1200,675,V22,559,297,579,312
1406,1200,675,V22,1034,265,1055,282
1407,1280,850,C130,980,269,1261,384
1408,960,720,Vulcan,20,164,934,496
1409,680,454,C5,251,181,434,270
1410,1200,800,Tu160,82,328,1110,560
1411,1400,933,Tornado,19,280,1376,733
1412,762,345,Su34,382,82,537,189
1413,4096,2734,V22,525,1844,1547,2196
1414,4096,2734,C17,1,1,4096,2472
1415,2100,1400,US2,1,132,2100,1024
1416,1227,1227,Vulcan,491,477,675,651
1417,1408,1056,Tu95,338,138,1281,791
1418,1000,667,B52,29,84,259,149
1419,1000,667,F15,116,133,240,164
1420,1000,667,F15,276,110,357,130
1421,1000,667,F18,164,202,294,237
1422,1000,667,F18,840,101,946,127
1423,1000,667,F18,375,126,440,143
1424,1000,667,F16,194,255,329,297
1425,1000,667,F16,467,127,521,145
1426,895,505,Tu95,325,105,586,192
1427,1200,786,RQ4,1,1,1200,385
1428,2870,1890,SR71,869,805,2264,1052
1429,2048,1367,F15,249,673,398,724
1430,2048,1367,F15,862,508,1353,857
1431,1024,671,XB70,528,314,609,341
1432,1440,1777,F18,379,174,1045,655
1433,680,454,C5,192,157,458,297
1434,1519,1009,F117,580,478,1230,886
1435,537,728,Su57,112,366,379,623
1436,537,728,Su57,87,231,313,415
1437,537,728,Su57,66,136,270,273
1438,1024,732,F18,162,110,924,408
1439,1031,675,F15,645,140,975,419
1440,1332,850,Tu160,1,320,1332,610
1441,1320,756,F14,790,91,1209,425
1442,1320,756,F14,78,58,1274,693
1443,2048,1496,Mirage2000,91,233,1944,1315
1444,4096,2725,B1,1,1,4089,2177
1445,1947,1296,A10,1,253,1947,1296
1446,1906,2560,Rafale,1352,684,1789,892
1447,1906,2560,Rafale,762,777,1857,1263
1448,1906,2560,Mirage2000,19,1257,1523,2526
1449,1200,796,A400M,270,219,945,541
1450,1200,898,E2,1,1,1143,889
1451,1100,825,B2,389,278,1100,674
1452,1088,725,F18,310,294,615,400
1453,1280,851,U2,601,203,1144,424
1454,1600,1064,F15,684,369,805,526
1455,1200,1599,C5,1,1,1161,966
1456,2560,1515,A400M,790,270,1595,559
1457,1200,798,US2,322,531,612,650
1458,1440,960,F35,86,402,747,812
1459,1440,960,F16,284,71,1384,842
1460,3092,2224,AV8B,84,635,2944,1698
1461,3092,2224,AV8B,1,1267,622,1446
1462,1000,584,MQ9,1,79,1000,567
1463,1000,584,MQ9,555,516,784,561
1464,1080,1350,JAS39,1,182,1080,906
1465,1080,674,AG600,23,221,1006,540
1466,1536,1024,F22,391,419,531,548
1467,768,1024,V22,371,415,411,444
1468,2265,1618,B1,824,467,1483,1076
1469,2672,1503,YF23,356,273,2598,1374
1470,980,630,Rafale,100,311,357,399
1471,980,630,Rafale,650,316,842,389
1472,705,375,J20,140,1,548,375
1473,1876,1416,F15,1022,1031,1201,1161
1474,1876,1416,F15,1319,799,1504,920
1475,1876,1416,F15,1218,442,1403,571
1476,1876,1416,F15,1087,306,1267,432
1477,900,1200,US2,36,649,870,958
1478,1200,798,MQ9,589,356,1200,584
1479,1200,798,MQ9,52,372,527,533
1480,1200,798,MQ9,62,408,525,519
1481,1974,1212,AV8B,322,160,1871,633
1482,1974,1212,AV8B,1,489,1815,1166
1483,1280,698,B52,872,188,1168,444
1484,1280,698,B52,54,198,350,450
1485,1000,667,F16,330,321,841,502
1486,1000,667,B1,196,167,718,297
1487,1690,1207,Tornado,455,848,632,912
1488,1690,1207,Tornado,861,388,1040,455
1489,1690,1207,A400M,642,620,1100,818
1490,1000,667,F18,160,369,280,438
1491,1000,667,F18,276,353,407,429
1492,1000,667,F18,424,333,582,426
1493,1000,667,F18,636,313,837,424
1494,4096,2731,F35,560,1766,706,1847
1495,4096,2731,F35,1332,756,2494,1445
1496,960,720,F4,483,379,838,532
1497,960,720,F4,173,232,631,434
1498,1920,1080,Tu160,676,718,871,774
1499,1920,1080,F16,1273,310,1323,329
1500,590,369,C17,15,116,492,358
1501,590,369,F15,329,50,486,101
1502,590,369,F15,446,11,589,56
1503,564,849,F16,342,705,469,797
1504,564,849,F16,16,62,155,164
1505,564,849,B52,49,204,524,748
1506,1408,1996,US2,1,252,1408,1915
1507,1120,1115,F22,1019,103,1120,168
1508,1120,1115,F22,716,19,1014,225
1509,1120,1115,F22,431,44,726,222
1510,1120,1115,F22,143,130,432,259
1511,1120,1115,F22,1,265,145,349
1512,1962,1202,J20,60,49,1788,468
1513,1962,1202,J20,1,76,1739,838
1514,1962,1202,J20,14,386,1962,1162
1515,2304,1536,Be200,63,170,2304,826
1516,1536,1229,A10,489,359,1244,725
1517,1000,666,AG600,131,103,788,312
1518,1536,2048,C17,541,649,759,732
1519,1280,960,F4,257,83,1006,753
1520,1980,1485,Su34,816,680,1259,872
1521,600,900,F16,136,156,541,718
1522,4096,2731,B52,1699,1033,2337,1590
1523,2048,1536,A10,579,625,637,666
1524,895,504,Tu160,50,9,402,310
1525,1803,662,J20,901,109,1735,582
1526,1200,1200,XB70,579,212,851,1018
1527,1920,1200,Tornado,169,41,1806,1148
1528,554,369,AG600,89,11,554,226
1529,1200,711,V22,492,697,508,710
1530,1200,711,V22,299,685,317,698
1531,5025,3350,F16,2036,1521,2712,2196
1532,5025,3350,F16,3737,1745,4426,2373
1533,5025,3350,F16,2787,1093,3460,1769
1534,5025,3350,F16,1991,535,2664,1217
1535,5025,3350,F16,1164,747,1840,1406
1536,5025,3350,F16,370,997,1062,1626
1537,1280,720,F18,186,175,1085,529
1538,1000,667,A10,398,214,471,233
1539,1000,667,A10,290,211,363,230
1540,1000,667,F15,508,219,580,240
1541,1000,667,F15,540,231,612,250
1542,1200,675,A10,335,143,923,569
1543,1920,1080,Tu160,820,91,992,140
1544,1920,1080,Tu160,1293,79,1657,157
1545,1920,1080,Tu160,1478,376,1678,436
1546,1200,761,C130,469,86,628,208
1547,6880,4584,B2,969,2164,4022,2714
1548,1600,1067,F15,548,117,1600,1067
1549,1024,682,JAS39,155,254,853,498
1550,1200,900,B2,39,395,330,446
1551,1418,942,Vulcan,539,285,690,335
1552,1071,750,Mig31,131,212,1035,688
1553,1920,1280,US2,723,519,1336,700
1554,1600,1029,F117,125,250,1274,616
1555,1600,1029,F15,1188,399,1600,573
1556,1809,1018,AV8B,756,1,1159,1018
1557,1602,942,F16,49,283,1557,796
1558,1280,870,AV8B,3,252,1271,606
1559,6211,3918,B2,3856,2843,4863,3028
1560,6211,3918,F22,1432,2653,2294,3029
1561,4096,2304,F18,351,936,3438,2019
1562,1600,1000,SR71,71,189,1501,702
1563,1500,1000,EF2000,572,185,634,221
1564,1200,628,F18,1,276,255,431
1565,1200,628,F18,659,261,1048,413
1566,1200,1200,C5,1,1,1103,1052
1567,1200,1200,RQ4,790,946,977,972
1568,600,400,C130,15,115,260,247
1569,600,400,V22,367,127,593,264
1570,1280,883,F22,38,27,1274,859
1571,1920,1080,A400M,1,1,1534,594
1572,1000,667,C17,25,145,967,445
1573,1200,800,Tu95,11,171,1155,498
1574,5184,3456,US2,62,1648,4795,3220
1575,960,639,C5,384,226,609,279
1576,1920,1281,Rafale,1051,505,1737,703
1577,1920,1281,MQ9,313,304,943,499
1578,1200,800,C5,70,412,1200,739
1579,1484,1117,F16,1,76,1179,781
1580,1366,911,F16,332,450,676,625
1581,1366,911,F16,552,164,780,376
1582,900,596,Su34,50,265,900,514
1583,1280,944,F22,376,437,542,498
1584,1280,944,F22,443,365,610,425
1585,1280,944,F22,254,311,428,369
1586,1200,788,Rafale,375,294,999,542
1587,2560,1646,F18,400,116,954,358
1588,4096,2733,F22,1410,736,3008,1198
1589,600,421,SR71,8,65,580,253
1590,1096,1280,Su34,224,309,913,607
1591,800,533,B2,82,295,382,396
1592,1888,2848,B52,28,267,1701,705
1593,1200,800,F4,98,288,1165,590
1594,1200,798,Mig31,184,204,1153,602
1595,640,426,US2,253,164,351,190
1596,3900,2600,C17,1812,967,2924,1299
1597,1536,864,F15,686,408,840,459
1598,2500,1638,F16,44,593,2226,1284
1599,1200,800,C5,86,424,504,562
1600,1200,800,C5,345,424,789,567
1601,1200,800,C5,628,418,1092,571
1602,4096,2384,Rafale,2658,861,3931,1836
1603,4096,2384,Rafale,720,452,1238,673
1604,4096,2384,Rafale,734,245,1056,373
1605,3840,2160,B52,2228,1042,2766,1201
1606,1200,1800,V22,445,211,949,509
1607,1280,720,Mirage2000,246,171,608,347
1608,2100,1500,MQ9,50,608,866,871
1609,2100,1500,MQ9,1106,659,1725,813
1610,3000,2013,A10,648,188,2112,497
1611,2048,1365,JAS39,439,821,1960,1249
1612,1200,799,V22,37,1,1200,799
1613,1024,682,F117,330,391,606,625
1614,1024,682,F117,517,123,799,364
1615,1280,723,Tu95,46,180,429,311
1616,1280,723,Tu95,693,1,1072,138
1617,1280,723,Tu95,870,283,1209,402
1618,1170,802,EF2000,48,298,864,721
1619,1170,802,EF2000,465,115,1089,400
1620,1170,802,EF2000,533,44,1024,262
1621,1200,800,Su34,5,315,1174,631
1622,1106,737,RQ4,434,275,509,451
1623,1200,800,C17,409,237,601,311
1624,1024,768,US2,446,275,704,443
1625,1024,768,XB70,192,335,928,599
1626,1500,844,A400M,359,251,1293,655
1627,1024,683,AV8B,181,226,860,483
1628,1800,1202,RQ4,649,344,1273,568
1629,4096,2731,F4,595,1077,2082,1718
1630,675,1200,A10,352,521,456,617
1631,2576,1932,Be200,761,149,1642,1775
1632,358,358,V22,172,157,204,200
1633,4096,2498,F15,830,797,3310,1792
1634,1280,987,A400M,12,1,1280,987
1635,1600,1065,F15,1,391,1600,1065
1636,4096,2560,F35,1,1,4096,2560
1637,1278,828,A10,112,474,355,665
1638,1310,873,F15,100,271,1310,599
1639,1310,873,F15,1153,470,1310,539
1640,1310,873,C130,1,479,100,518
1641,1280,957,F22,260,636,482,765
1642,1280,957,F22,286,475,488,577
1643,1280,957,F22,309,344,498,435
1644,1280,957,F22,479,302,667,388
1645,1280,957,F22,666,237,857,319
1646,1280,957,F22,862,162,1053,241
1647,900,1200,C5,1,1,900,1200
1648,1200,775,F16,506,185,611,239
1649,1200,775,F16,396,523,525,597
1650,1200,775,Rafale,575,441,701,514
1651,1200,775,Rafale,621,279,737,338
1652,1200,775,F16,689,351,806,414
1653,1280,853,F22,959,198,1280,458
1654,1280,853,F22,205,1,1280,458
1655,470,311,US2,66,119,203,169
1656,3739,2103,Mirage2000,1944,466,2305,1151
1657,1200,818,F15,27,322,513,462
1658,1200,818,F35,512,295,1188,486
1659,4096,2350,EF2000,2520,1433,2998,1710
1660,1199,800,Mig31,1,47,1199,716
1661,2048,1536,Vulcan,900,881,1015,982
1662,1260,630,Tu160,1,1,1260,630
1663,1000,700,E2,1,472,399,614
1664,2100,1500,V22,567,370,1821,1068
1665,1800,1797,F14,379,907,748,1000
1666,1800,1797,F14,460,800,833,894
1667,1800,1797,F14,801,880,1179,979
1668,1800,1797,F14,827,1053,1201,1149
1669,1920,1081,AG600,1141,314,1908,648
1670,720,540,C5,119,362,261,406
1671,720,540,RQ4,1,319,693,473
1672,5679,4508,XB70,1,432,5671,2853
1673,960,640,F15,81,42,764,587
1674,1200,961,C17,171,740,574,848
1675,1200,900,F22,176,344,331,380
1676,1200,900,Tu95,381,329,1044,479
1677,1000,552,Vulcan,1,281,268,351
1678,1000,552,Vulcan,240,164,999,361
1679,3264,1840,Vulcan,1159,196,2177,1605
1680,848,480,Vulcan,414,200,521,294
1681,1366,911,F16,684,520,1303,762
1682,880,440,Su57,511,217,808,376
1683,880,440,Su57,140,92,346,185
1684,1000,1399,F18,84,888,543,1055
1685,1000,1399,F18,539,736,946,884
1686,1000,1399,F18,71,693,477,823
1687,1000,1399,F18,501,575,863,697
1688,1600,1067,C17,79,301,1591,707
1689,1200,715,C17,316,52,879,185
1690,2730,4096,C130,1987,1364,2278,1436
1691,2730,4096,C130,1960,1471,2133,1514
1692,1831,1648,F15,33,353,663,621
1693,1831,1648,F15,365,122,1555,636
1694,1024,768,MQ9,104,271,619,475
1695,640,453,US2,44,238,263,299
1696,640,453,US2,376,147,593,218
1697,540,300,J20,42,150,91,176
1698,540,300,J20,199,111,248,139
1699,540,300,J20,347,67,399,96
1700,540,300,J20,357,134,407,161
1701,540,300,J20,370,202,419,228
1702,1536,1152,F18,665,668,874,758
1703,600,339,Be200,264,146,386,193
1704,1000,667,Be200,45,188,892,394
1705,2560,1440,J20,397,372,2226,1329
1706,2048,1371,JAS39,98,424,1906,892
1707,2000,1428,F117,859,534,1921,852
1708,4940,3529,AV8B,2323,1390,4781,2150
1709,4940,3529,V22,392,249,1095,658
1710,4940,3529,V22,2537,742,2776,898
1711,5616,3744,AV8B,1141,2631,3801,3498
1712,5616,3744,AV8B,3576,1465,4327,1736
1713,2066,3672,Vulcan,379,1046,1555,3170
1714,1600,1066,E2,94,609,473,808
1715,1600,1066,Rafale,304,182,1600,946
1716,800,533,F4,458,211,800,354
1717,800,533,F4,25,187,404,343
1718,2000,1333,JAS39,69,299,1971,831
1719,3347,1882,Mirage2000,561,1055,1537,1425
1720,3600,1948,C17,120,1273,755,1477
1721,3600,1948,A400M,2928,1203,3600,1515
1722,3600,1948,A400M,1,663,3461,1661
1723,1091,1380,XB70,187,101,1022,656
1724,1280,672,Su57,30,108,1261,526
1725,2048,1365,F18,59,246,1099,866
1726,3776,1996,Tornado,237,218,1553,944
1727,3776,1996,Tornado,2314,214,3596,941
1728,960,681,F18,190,111,814,346
1729,2048,1366,A10,822,834,1023,880
1730,2048,1366,A10,536,813,736,859
1731,3276,2180,EF2000,2325,656,2770,910
1732,3276,2180,EF2000,392,700,799,938
1733,3276,2180,B52,65,455,3185,1788
1734,2048,1366,A400M,1232,197,1491,270
1735,1280,720,Tu95,607,58,1176,550
1736,1280,720,B52,11,80,625,566
1737,1200,800,F15,324,1,991,750
1738,1280,914,F22,1,120,1194,726
1739,790,443,Be200,357,43,699,135
1740,1874,1360,EF2000,97,865,263,1103
1741,1874,1360,EF2000,1640,946,1779,1162
1742,1874,1360,B52,564,265,1332,922
1743,1280,720,AG600,379,235,1113,415
1744,892,1005,F35,258,918,430,975
1745,892,1005,Su57,262,764,853,1001
1746,2668,1778,Su34,817,589,1551,933
1747,1920,1152,Tu160,260,116,979,464
1748,1920,1152,EF2000,1505,982,1604,1032
1749,1920,1152,EF2000,1584,693,1694,737
1750,1080,1080,C130,368,326,689,700
1751,1000,667,F22,492,347,535,367
1752,1000,667,F22,507,329,550,350
1753,1000,667,F22,702,284,745,305
1754,1000,667,F22,657,285,699,306
1755,1000,667,B2,517,286,616,317
1756,4256,2848,Tornado,60,913,3800,2352
1757,3000,2000,F15,496,1167,1007,1385
1758,3000,2000,F15,1590,1154,2100,1369
1759,1616,1080,A400M,734,556,871,610
1760,1200,800,US2,284,217,701,470
1761,1500,836,Su34,1,216,1455,661
1762,1024,683,EF2000,279,77,832,609
1763,1200,900,F15,362,233,563,305
1764,1280,720,F16,40,229,1255,613
1765,1280,720,F16,1,321,401,533
1766,1536,1097,A10,1,143,1536,1097
1767,434,600,F14,16,210,418,504
1768,4096,2731,A10,2084,546,2637,973
1769,2560,1810,A400M,1196,751,2560,1258
1770,2560,1810,A400M,134,481,2560,1306
1771,764,432,F16,513,355,715,432
1772,764,432,A10,109,160,226,194
1773,2048,1323,JAS39,34,48,821,707
1774,2048,1323,JAS39,1309,74,2028,663
1775,5184,3456,Vulcan,969,1165,2142,2514
1776,1755,1168,U2,739,276,1069,797
1777,1280,720,Su57,75,202,1255,511
1778,1366,911,F16,479,287,1039,774
1779,5760,3240,AV8B,783,88,4304,1850
1780,1109,739,JAS39,70,58,1028,639
1781,1622,1082,C130,823,52,1275,519
1782,1595,659,EF2000,133,65,316,177
1783,1595,659,EF2000,163,268,337,370
1784,1595,659,EF2000,402,323,578,432
1785,1595,659,EF2000,360,70,542,181
1786,4096,2730,F35,153,583,3979,1924
1787,4096,2730,F18,1,1,1415,805
1788,4096,2730,F18,1,105,4096,2162
1789,4096,2730,F18,452,52,4096,2352
1790,1200,706,F35,342,140,1200,626
1791,300,248,Vulcan,38,38,97,85
1792,1280,854,Be200,602,53,1026,261
1793,1280,854,F22,683,404,1003,484
1794,6720,4480,Rafale,2258,2415,2856,2885
1795,1200,799,US2,549,247,1199,464
1796,1200,799,V22,34,235,637,494
1797,1080,718,F15,35,56,1044,659
1798,564,848,F35,29,71,490,759
1799,1600,1200,Rafale,519,567,1012,710
1800,1000,684,B52,603,347,711,376
1801,1000,684,B52,620,119,745,169
1802,1000,684,F15,822,97,872,116
1803,1000,684,F15,888,96,938,116
1804,432,345,XB70,28,188,326,253
1805,432,345,B52,238,86,407,151
1806,1124,1500,EF2000,420,1003,454,1035
1807,1124,1500,EF2000,495,995,547,1013
1808,1124,1500,EF2000,752,387,830,421
1809,1920,1153,V22,856,58,1797,855
1810,1294,1649,F18,303,214,938,672
1811,1294,1649,F14,17,679,1281,1302
1812,1280,853,Su57,632,252,1041,553
1813,3840,2160,Su34,3245,1115,3554,1390
1814,1909,1080,Su34,940,281,1564,484
1815,1909,1080,Su34,1093,336,1821,555
1816,1909,1080,Su34,1091,449,1831,676
1817,920,1227,Vulcan,478,680,653,870
1818,847,1200,F35,217,595,694,854
1819,1100,619,F35,198,6,321,301
1820,1000,667,V22,798,335,1000,452
1821,1000,667,V22,413,232,1000,428
1822,2400,1600,RQ4,597,593,1794,967
1823,1296,864,C130,409,314,880,513
1824,1280,853,Tu160,1059,537,1260,662
1825,1280,853,Tu160,423,635,628,756
1826,1280,853,Tu160,692,356,916,504
1827,1200,798,Tornado,29,133,1149,625
1828,1920,971,B52,1116,517,1866,727
1829,1067,1600,U2,240,1153,386,1213
1830,3552,2832,B1,1573,1550,2653,1791
1831,3552,2832,B1,3025,1496,3288,1540
1832,1223,774,F18,172,70,882,740
1833,1200,800,US2,320,175,1200,528
1834,2500,914,F18,33,41,2485,879
1835,4096,2558,A400M,1420,938,3322,1662
1836,940,411,AV8B,119,182,205,214
1837,940,411,AV8B,139,77,270,124
1838,940,411,AV8B,556,59,706,105
1839,512,288,C17,354,72,509,123
1840,512,288,C17,22,151,97,185
1841,1200,893,F16,221,348,301,388
1842,1200,893,F16,864,353,941,391
1843,1200,893,C130,501,319,803,416
1844,4981,3321,F35,3121,1394,3315,1489
1845,4981,3321,F35,2077,1679,2296,1790
1846,1600,1023,F117,420,365,1178,596
1847,1280,852,F22,496,85,1224,691
1848,1280,1019,XB70,1,471,1221,689
1849,2010,1442,E2,1,630,2010,1290
1850,1080,809,Tu160,30,291,1050,528
1851,800,533,US2,410,361,763,457
1852,2703,1802,F18,1292,634,1384,671
1853,2703,1802,F18,1519,443,1632,500
1854,1500,969,JAS39,145,78,241,148
1855,1500,969,JAS39,327,308,420,374
1856,1500,969,JAS39,478,492,566,554
1857,1500,969,JAS39,616,672,704,731
1858,1500,969,JAS39,777,872,860,929
1859,1500,969,JAS39,1337,700,1427,761
1860,1500,969,JAS39,994,522,1082,585
1861,1500,969,JAS39,460,100,555,169
1862,1500,969,JAS39,684,109,777,179
1863,1500,969,JAS39,939,126,1033,195
1864,1500,969,JAS39,1176,146,1271,214
1865,1440,1184,C17,758,630,1169,762
1866,1440,1184,F16,504,167,1354,551
1867,1199,691,V22,561,240,719,429
1868,2908,1604,Tornado,10,358,2770,1298
1869,2100,1317,F16,13,544,2074,1166
1870,2100,1317,F16,1488,291,1769,391
1871,800,1200,F16,179,834,390,1107
1872,1920,1280,Rafale,73,737,949,1240
1873,1920,1280,Rafale,971,374,1844,833
1874,640,425,US2,267,78,404,122
1875,1800,1108,MQ9,524,430,1422,764
1876,614,310,F18,138,83,485,196
1877,4083,2722,Tornado,1681,1475,3249,1953
1878,1772,1179,A400M,1343,503,1686,604
1879,1772,1179,A400M,1183,468,1420,539
1880,1088,725,V22,162,4,974,652
1881,1088,725,V22,705,620,886,681
1882,912,600,SR71,201,152,859,360
1883,912,600,U2,295,360,633,522
1884,1536,1024,F15,473,395,1168,573
1885,4096,2731,A10,2957,2111,4096,2704
1886,4096,2731,A10,616,422,802,474
1887,885,700,F16,79,200,529,454
1888,885,700,F16,258,182,843,464
1889,1600,1066,F16,194,536,391,760
1890,1600,1066,F16,370,404,569,635
1891,1600,1066,F16,546,278,745,515
1892,1600,1066,F16,571,538,770,768
1893,1600,1066,F16,929,510,1128,737
1894,1600,1066,F16,734,390,934,621
1895,753,1000,F16,1,138,753,789
1896,1199,800,C17,62,423,540,602
1897,1199,800,C5,334,343,1153,609
1898,1199,800,C130,555,431,1045,603
1899,1690,1125,F16,1,76,607,537
1900,1690,1125,F16,1046,69,1690,524
1901,1280,790,F22,70,612,315,730
1902,1280,790,F22,736,117,947,207
1903,1280,790,B2,511,292,936,619
1904,1000,667,V22,322,358,412,403
1905,1000,667,V22,483,301,570,346
1906,1000,667,V22,587,220,664,268
1907,1000,667,V22,652,226,719,260
1908,1000,667,V22,794,252,867,283
1909,1000,667,V22,695,233,772,280
1910,1000,667,V22,134,224,201,259
1911,1000,667,V22,237,195,298,229
1912,1000,667,V22,435,204,498,241
1913,1483,990,F18,497,497,599,554
1914,1483,990,F18,761,310,870,380
1915,624,624,C5,16,76,610,593
1916,1280,614,C5,119,124,307,337
1917,1280,614,C5,585,8,803,201
1918,1280,614,C5,653,214,872,404
1919,1280,614,C5,710,419,930,608
1920,3840,5760,AV8B,1021,1246,3263,2504
1921,1536,660,F15,1324,200,1473,242
1922,1536,660,F15,831,200,976,247
1923,1200,797,Rafale,183,251,593,398
1924,1200,797,Rafale,600,225,1096,398
1925,2048,1364,EF2000,759,827,1092,991
1926,2048,1364,EF2000,754,248,1065,403
1927,2048,1364,F18,1005,477,1348,648
1928,2859,1899,F22,246,778,1329,1189
1929,2859,1899,F117,1598,835,2537,1142
1930,1920,1214,AG600,212,309,1636,974
1931,1920,1280,F22,1135,471,1429,568
1932,1920,1080,F35,22,521,902,732
1933,1920,1080,F35,813,338,1901,628
1934,1280,853,B1,1,1,1280,824
1935,2500,928,F18,1,658,253,798
1936,2500,928,F18,316,719,619,804
1937,2500,928,F18,911,785,986,804
1938,2500,928,F18,697,721,996,809
1939,2500,928,F18,1706,650,2180,795
1940,2500,928,F18,2209,668,2500,780
1941,2500,928,F18,36,54,2476,869
1942,1280,720,EF2000,879,519,1196,639
1943,1280,720,EF2000,455,119,776,277
1944,1280,720,A400M,144,12,1000,471
1945,1060,1600,F4,1,447,1060,929
1946,1536,1024,F22,289,357,653,735
1947,1200,800,JAS39,81,314,764,510
1948,1080,720,AG600,134,235,925,538
1949,640,426,US2,251,56,437,121
1950,1240,697,Su57,205,315,1179,647
1951,1240,697,Su57,272,17,1173,378
1952,1200,900,F16,1,204,1200,900
1953,1280,672,F22,177,109,1280,613
1954,1280,672,F22,1,378,408,582
1955,850,478,Su57,2,241,397,321
1956,850,478,Su57,102,2,850,332
1957,4096,2731,V22,1168,988,3036,2284
1958,1024,677,F14,281,123,467,218
1959,1024,677,F14,278,278,459,370
1960,1024,677,F14,552,379,732,466
1961,1024,677,F14,766,343,946,430
1962,1024,677,F18,75,165,236,243
1963,1024,677,F18,72,311,231,387
1964,1024,677,F18,574,546,726,615
1965,1024,677,F18,783,489,937,559
1966,1024,677,F18,766,222,938,306
1967,1024,677,F18,559,231,731,314
1968,1024,677,F18,505,98,680,185
1969,1024,677,F18,756,83,935,172
1970,1280,851,US2,611,101,806,174
1971,1760,990,AV8B,710,216,965,319
1972,1280,853,F35,798,519,1205,657
1973,1200,675,Be200,102,43,350,170
1974,1280,2120,F15,67,688,625,1290
1975,1280,2120,F15,580,971,1220,1327
1976,1024,483,F15,95,82,130,109
1977,1024,483,F15,144,55,180,81
1978,1024,483,F15,194,37,229,64
1979,1024,483,F15,234,52,270,77
1980,1024,483,SR71,1,4,1024,483
1981,1600,1067,Be200,534,371,732,495
