,width,height,class,xmin,ymin,xmax,ymax
2906,1000,667,B1,211,330,424,392
2907,1200,799,B1,142,497,769,646
2908,1440,960,B1,62,113,781,466
2909,1920,1200,B1,149,120,1316,512
2910,1000,829,B1,1,1,981,560
2911,1993,1437,B1,236,174,1758,1185
2912,1280,720,B1,20,387,340,485
2913,1024,672,B1,293,252,754,351
2914,1000,1333,B1,147,160,940,951
2915,8256,5504,B1,1279,2931,4038,3529
2916,8256,5504,B1,3730,2211,8256,3518
2917,4118,2316,B1,1998,811,3274,1429
2918,2544,3280,B1,1,1071,2544,2685
2919,1286,1051,B1,999,386,1205,572
2920,1280,960,B1,1,139,1280,503
2921,3840,2160,B1,1184,982,1798,1207
2922,3840,2160,B1,2222,709,3238,1126
2923,8256,5504,B1,871,2279,3094,3723
2924,1200,675,B1,906,254,947,267
2925,1600,1278,B1,89,398,1378,1162
2926,4256,2832,B1,1940,1082,2160,1272
2927,4256,2832,B1,2371,702,2620,960
2928,1280,928,B1,23,481,136,535
2929,1280,928,B1,1036,299,1165,369
2930,2479,1983,B1,1375,542,1926,1141
2931,1000,667,B1,1,1,1000,640
2932,3860,1654,B1,2750,502,3409,647
2933,4096,2304,B1,1,1,4096,2304
2934,952,951,B1,64,560,390,773
2935,2048,1368,B1,98,305,1988,884
2936,1920,1080,B1,1,85,1589,319
2937,920,613,B1,1,218,791,396
2938,1200,550,B1,226,1,1136,80
2939,1200,801,B1,889,586,993,611
2940,6252,4064,B1,220,2582,2275,3072
2941,6252,4064,B1,107,1834,5974,3123
2942,800,1200,B1,166,597,465,942
2943,512,313,B1,1,17,512,233
2944,1600,900,B1,51,71,1559,516
2945,1196,783,B1,404,29,881,783
2946,1440,701,B1,464,315,525,387
2947,1440,701,B1,573,266,635,340
2948,1440,701,B1,735,194,798,268
2949,1440,701,B1,843,146,908,221
2950,2782,1848,B1,173,35,2317,1596
2951,1000,667,B1,188,199,295,252
2952,1000,667,B1,591,194,669,256
2953,2443,1631,B1,1,541,2443,1245
2954,2100,1500,B1,837,427,1050,578
2955,1600,1066,B1,246,580,547,636
2956,1600,1144,B1,237,374,1192,758
2957,1600,829,B1,62,183,427,269
2958,1600,829,B1,703,389,1600,588
2959,1600,829,B1,1059,225,1414,305
2960,4096,2304,B1,954,769,3973,1485
2961,1000,667,B1,659,236,714,273
2962,1043,667,B1,811,409,949,452
2963,1024,683,B1,167,307,959,484
2964,2483,1607,B1,1,358,2483,1108
2965,900,532,B1,88,267,340,512
2966,900,532,B1,590,14,827,250
2967,2000,1328,B1,199,87,1879,1077
2968,4296,2560,B1,1246,327,1624,497
2969,2100,1397,B1,1,35,1727,1162
2970,2100,1397,B1,698,647,2090,925
2971,4256,2832,B1,904,1299,3623,1966
2972,4096,2304,B1,1,550,4096,1611
2973,1920,1080,B1,921,461,1114,503
2974,1303,652,B1,109,68,1031,458
2975,1789,1278,B1,209,340,668,458
2976,1200,799,B1,94,167,602,398
2977,820,450,B1,171,104,820,313
2978,1000,1333,B1,372,709,904,894
2979,1000,1333,B1,335,564,673,663
2980,7360,4912,B1,975,1079,7048,3145
2981,1000,667,B1,616,441,776,521
2982,1015,768,B1,151,174,449,235
2983,2048,1416,B1,1343,298,1622,426
2984,1280,816,B1,180,421,1254,637
2985,1280,816,B1,308,281,964,415
2986,1280,816,B1,417,245,833,329
2987,1280,816,B1,629,86,919,255
2988,3751,2501,B1,367,836,2057,1850
2989,3751,2501,B1,1595,902,3369,1296
2990,2242,1602,B1,1,1,2242,1231
2991,2560,1724,B1,922,703,1199,809
2992,3891,2597,B1,1263,1614,3117,2054
2993,1240,697,B1,654,209,1232,495
2994,1426,1288,B1,89,165,1274,426
2995,1188,486,B1,1,1,1183,401
2996,1200,662,B1,435,161,493,229
2997,3788,2029,B1,1256,896,3585,1512
2998,2400,1544,B1,947,712,1450,840
2999,8256,4644,B1,3436,2782,5011,3714
3000,8256,4644,B1,5329,1789,6495,2343
3001,8256,4644,B1,1729,1789,2933,2355
3002,7360,4912,B1,1,1,7360,4912
3003,4096,2731,B1,776,811,4096,1586
3004,810,540,B1,203,121,651,275
3005,5417,3861,B1,2955,2285,4315,2620
3006,900,675,B1,169,158,658,268
3007,1920,1081,B1,185,309,408,564
3008,1920,1081,B1,582,309,806,551
3009,1920,1081,B1,1170,295,1398,543
3010,1920,1081,B1,1569,291,1791,534
3011,2475,3712,B1,1,1193,2475,2432
3012,1408,577,B1,375,222,1020,368
3013,1408,577,B1,862,255,952,274
3014,4096,2304,B1,1,1,4096,2304
3015,800,531,B1,49,11,666,458
3016,1836,1311,B1,1175,145,1836,325
3017,1200,758,B1,1,341,438,448
3018,1228,776,B1,403,400,635,506
3019,1228,776,B1,818,351,895,375
3020,950,566,B1,81,160,868,374
3021,564,359,B1,253,156,564,240
3022,2948,1448,B1,248,935,1172,1127
3023,1000,1000,B1,193,150,835,977
3024,7443,4962,B1,1734,1764,3679,3235
3025,7443,4962,B1,4715,2100,6626,3565
3026,1200,1200,B1,733,674,1153,973
3027,1200,800,B1,674,329,936,390
3028,1000,667,B1,417,289,783,389
3029,4823,3215,B1,1939,1452,2728,1642
3030,3888,2588,B1,222,43,2539,2557
3031,2003,3000,B1,255,1577,651,2003
3032,2003,3000,B1,777,337,1230,894
3033,1195,1600,B1,365,903,961,1038
3034,1195,1600,B1,534,856,919,943
3035,1195,1600,B1,597,800,916,872
3036,500,339,B1,14,9,417,315
3037,2400,1601,B1,1105,936,1987,1448
3038,2400,1601,B1,960,595,1427,719
3039,1024,684,B1,1,139,477,684
3040,4096,2926,B1,1,65,4096,1477
3041,3000,2143,B1,49,260,2982,1779
3042,800,533,B1,139,144,664,361
3043,2000,1335,B1,802,249,1691,456
3044,900,594,B1,343,200,842,302
3045,4619,3075,B1,1,1132,4619,2051
3046,1000,667,B1,1,207,466,377
3047,1000,667,B1,27,177,1000,421
3048,2791,1350,B1,130,779,563,914
3049,600,449,B1,1,137,496,309
3050,1000,667,B1,1,202,974,466
3051,1280,720,B1,730,549,1280,720
3052,1280,720,B1,138,439,1120,653
3053,1280,720,B1,1,413,874,611
3054,1280,720,B1,555,288,1220,471
3055,1280,720,B1,201,258,790,418
3056,1280,720,B1,655,196,1240,346
3057,4256,2832,B1,1765,1622,3955,2053
3058,4096,2731,B1,669,1140,2064,1616
3059,4096,2731,B1,2487,1070,3493,1388
3060,1024,521,B1,1,93,1024,364
3061,1050,700,B1,209,149,977,302
3062,2100,1474,B1,648,746,926,902
3063,4096,2860,B1,1799,927,2695,1264
3064,3503,2465,B1,2143,1530,2338,1627
3065,3503,2465,B1,1,1,3503,2280
3066,2400,1631,B1,1,1,2400,1529
3067,602,451,B1,32,56,521,186
3068,1240,691,B1,818,136,1156,218
3069,900,500,B1,787,202,892,231
3070,7756,4687,B1,1460,2707,3528,3155
3071,1280,828,B1,496,311,1089,700
3072,1800,1152,B1,26,655,1782,1019
3073,1374,915,B1,1100,509,1211,536
3074,1374,915,B1,303,394,800,502
3075,1300,637,B1,352,91,1300,554
3076,2210,1473,B1,1062,763,1410,1065
3077,1280,850,B1,1,256,1280,850
3078,1600,1034,B1,1,60,1600,840
3079,2576,1736,B1,370,824,837,935
3080,2576,1736,B1,1435,384,1831,480
3081,8074,4650,B1,1,1794,8074,3993
3082,1600,1088,B1,1,450,1600,772
3083,1600,1043,B1,411,376,1504,632
3084,900,457,B1,534,287,799,371
3085,2109,1408,B1,20,763,2041,1242
3086,1763,992,B1,95,302,364,400
3087,1763,992,B1,1037,143,1373,260
3088,4096,2725,B1,1149,502,2463,1003
3089,1000,667,B1,515,468,567,480
3090,1000,667,B1,300,270,674,359
3091,1088,545,B1,98,204,1078,450
3092,1088,545,B1,19,219,539,366
3093,4096,2718,B1,1155,1241,1773,1368
3094,5021,2398,B1,118,964,1624,1301
3095,2953,1788,F16,1235,229,2182,1444
3096,2953,1788,F16,176,768,1471,1233
3097,1024,683,F16,480,245,511,267
3098,1024,683,F16,488,299,518,319
3099,1536,2048,F16,1075,773,1114,828
3100,1536,2048,F16,651,848,690,900
3101,1536,2048,F16,698,1416,735,1462
3102,1536,2048,F16,694,1543,729,1586
3103,1600,1043,F16,158,735,260,827
3104,1600,1043,F16,376,735,625,825
3105,1600,1043,F16,1325,744,1563,835
3106,1920,1281,F16,119,286,529,411
3107,1920,1281,F16,1412,454,1800,571
3108,1920,1281,F16,780,799,1147,906
3109,2048,1462,F16,1109,274,1153,340
3110,596,380,F16,1,36,596,352
3111,4096,2731,F16,1,205,4096,1893
3112,800,641,F16,245,427,686,594
3113,1280,711,F16,91,191,1184,542
3114,2656,1676,F16,1249,853,1404,913
3115,4096,2730,F16,2460,321,3049,1527
3116,1920,1080,F16,18,650,455,780
3117,6000,4000,F16,2746,2306,2967,2634
3118,2953,2000,F16,1178,918,1326,1062
3119,2953,2000,F16,546,1339,1012,1867
3120,2953,2000,F16,1981,845,2458,1247
3121,2953,2000,F16,732,125,2359,1508
3122,2953,2000,F16,920,920,1098,1072
3123,2953,2000,F16,263,417,1049,1136
3124,3592,2394,F16,459,707,3592,1798
3125,1920,1193,F16,1118,272,1426,533
3126,1920,1193,F16,782,623,1087,878
3127,1920,1193,F16,644,87,958,352
3128,1920,1193,F16,417,337,725,591
3129,1920,1193,F16,144,636,445,886
3130,950,592,F16,78,30,805,559
3131,3566,1781,F16,2545,1301,2760,1593
3132,1200,801,F16,122,360,227,524
3133,1200,801,F16,1012,362,1132,538
3134,2048,1154,F16,234,574,701,791
3135,2048,1154,F16,1174,608,1604,774
3136,2048,1502,F16,143,310,1752,1036
3137,4555,3032,F16,145,1192,3135,2114
3138,1600,1066,F16,194,820,812,1022
3139,2559,1706,F16,1,919,1977,1565
3140,1920,1281,F16,195,343,1679,855
3141,1280,850,F16,10,213,1262,658
3142,2725,4096,F16,1,1,2725,4096
3143,1280,853,F16,879,357,1105,431
3144,1280,853,F16,667,389,898,465
3145,1280,853,F16,411,435,647,514
3146,1280,853,F16,93,189,1202,679
3147,2000,1334,F16,6,546,782,776
3148,2253,1609,F16,1191,809,1508,960
3149,2253,1609,F16,444,936,759,1086
3150,2253,1609,F16,625,618,943,771
3151,2253,1609,F16,873,340,1198,506
3152,2253,1609,F16,72,498,400,662
3153,1920,1281,F16,148,441,967,666
3154,1920,1281,F16,912,504,1737,738
3155,1920,1281,F16,518,559,1309,782
3156,3473,2778,F16,2942,2155,3039,2215
3157,3473,2778,F16,2719,2157,2847,2222
3158,3473,2778,F16,1869,2008,2416,2272
3159,3473,2778,F16,2748,1786,3456,2257
3160,1279,853,F16,154,114,1218,670
3161,800,535,F16,19,114,59,142
3162,800,535,F16,272,64,313,92
3163,1800,1200,F16,8,544,1200,813
3164,1800,1200,F16,38,309,1792,749
3165,1500,938,F16,775,512,1500,914
3166,1280,720,F16,5,196,1077,553
3167,3383,1317,F16,1871,202,1949,278
3168,1440,960,F16,197,442,492,577
3169,3840,2160,F16,1213,467,2225,770
3170,2000,1125,F16,1,1,2000,1086
3171,1280,916,F16,34,246,1280,681
3172,1600,900,F16,561,259,984,432
3173,960,720,F16,102,213,768,413
3174,3768,2514,F16,1510,639,2790,1029
3175,3507,2505,F16,2557,1054,2862,1514
3176,1600,1067,F16,496,294,694,353
3177,1600,1067,F16,642,353,854,418
3178,1200,799,F16,303,394,721,524
3179,1200,799,F16,671,248,1102,384
3180,1200,814,F16,1,508,413,631
3181,1200,814,F16,230,397,736,558
3182,1200,814,F16,603,284,1101,404
3183,1200,814,F16,299,183,810,332
3184,1200,814,F16,1,54,511,224
3185,1000,667,F16,194,255,329,297
3186,1000,667,F16,467,127,521,145
3187,1440,960,F16,284,71,1384,842
3188,1000,667,F16,330,321,841,502
3189,1920,1080,F16,1273,310,1323,329
3190,564,849,F16,342,705,469,797
3191,564,849,F16,16,62,155,164
3192,600,900,F16,136,156,541,718
3193,5025,3350,F16,2036,1521,2712,2196
3194,5025,3350,F16,3737,1745,4426,2373
3195,5025,3350,F16,2787,1093,3460,1769
3196,5025,3350,F16,1991,535,2664,1217
3197,5025,3350,F16,1164,747,1840,1406
3198,5025,3350,F16,370,997,1062,1626
3199,1602,942,F16,49,283,1557,796
3200,1484,1117,F16,1,76,1179,781
3201,1366,911,F16,332,450,676,625
3202,1366,911,F16,552,164,780,376
3203,2500,1638,F16,44,593,2226,1284
3204,1200,775,F16,506,185,611,239
3205,1200,775,F16,396,523,525,597
3206,1200,775,F16,689,351,806,414
3207,1366,911,F16,684,520,1303,762
3208,1280,720,F16,1,321,401,533
3209,764,432,F16,513,355,715,432
3210,1366,911,F16,479,287,1039,774
3211,1200,893,F16,221,348,301,388
3212,1200,893,F16,864,353,941,391
3213,1440,1184,F16,504,167,1354,551
3214,2100,1317,F16,13,544,2074,1166
3215,2100,1317,F16,1488,291,1769,391
3216,800,1200,F16,179,834,390,1107
3217,885,700,F16,79,200,529,454
3218,885,700,F16,258,182,843,464
3219,1600,1066,F16,194,536,391,760
3220,1600,1066,F16,370,404,569,635
3221,1600,1066,F16,546,278,745,515
3222,1600,1066,F16,571,538,770,768
3223,1600,1066,F16,929,510,1128,737
3224,1600,1066,F16,734,390,934,621
3225,753,1000,F16,1,138,753,789
3226,1690,1125,F16,1,76,607,537
3227,1690,1125,F16,1046,69,1690,524
3228,1200,900,F16,1,204,1200,900
3229,1024,682,F16,138,464,354,613
3230,960,654,F16,326,202,854,366
3231,2048,1366,F16,700,359,1020,499
3232,1280,1021,F16,154,141,889,925
3233,1024,681,F16,725,242,1009,501
3234,6016,4016,F16,4326,1973,6016,3327
3235,1024,654,F16,11,253,195,344
3236,1024,654,F16,856,276,1024,368
3237,1200,800,F16,334,113,1145,757
3238,1200,793,F16,118,96,1055,650
3239,1440,1800,F16,546,541,947,814
3240,1920,1080,F16,38,235,1049,604
3241,2048,1364,F16,483,327,1577,1277
3242,1035,1600,F16,526,496,907,645
3243,1035,1600,F16,514,441,892,570
3244,1035,1600,F16,570,392,873,509
3245,1035,1600,F16,597,355,885,457
3246,1035,1600,F16,619,323,888,418
3247,1000,1498,F16,395,116,633,244
3248,1600,900,F16,1322,290,1567,365
3249,1366,911,F16,634,382,769,584
3250,1200,800,F16,279,294,428,477
3251,2048,1310,F16,767,332,815,391
3252,2048,1310,F16,736,283,785,346
3253,2048,1310,F16,682,294,732,356
3254,2048,1310,F16,641,253,692,319
3255,2048,1310,F16,582,274,633,338
3256,2048,1366,F16,1202,95,1864,694
3257,2048,1366,F16,963,515,1458,953
3258,2048,1366,F16,283,444,1179,1019
3259,2048,1366,F16,95,749,846,1183
3260,1638,2048,F16,743,305,955,507
3261,1638,2048,F16,758,305,1030,735
3262,1638,2048,F16,469,314,1050,1144
3263,1600,1596,F16,488,524,592,664
3264,1600,1596,F16,592,871,698,1013
3265,1600,1596,F16,963,787,1067,928
3266,3156,1804,F16,2379,715,2926,954
3267,2375,1375,F16,284,560,1100,1028
3268,2375,1375,F16,792,416,2050,965
3269,4096,2730,F16,154,1,3930,2730
3270,800,600,F16,513,96,700,166
3271,4096,2736,F16,1379,1,4096,2736
3272,1280,854,F16,51,227,658,407
3273,1280,854,F16,627,234,1222,406
3274,1000,667,F16,535,349,618,377
3275,1000,667,F16,666,381,748,410
3276,1000,667,F16,782,409,863,439
3277,2048,1368,F16,411,265,747,1047
3278,2000,1500,F16,1427,470,2000,828
3279,4096,3277,F16,1398,903,1705,1072
3280,4096,3277,F16,1140,2615,1275,2676
3281,4096,2728,F16,1980,403,3340,1930
3282,1130,750,F16,337,102,1111,384
3283,3547,2360,F16,1721,934,3547,2071
3284,2048,1151,F16,758,519,1275,694
3285,1920,842,F16,377,314,627,399
3286,1920,842,F16,649,382,1374,677
3287,1920,842,F16,953,385,1240,500
3288,1920,1279,F16,270,576,705,761
3289,1920,1279,F16,1285,528,1709,710
3290,1920,1280,F16,349,438,1095,907
3291,1920,1281,F16,374,643,1637,1028
3292,1440,1029,F16,512,626,881,780
3293,1440,1029,F16,137,442,509,695
3294,1440,1029,F16,531,416,904,646
3295,1440,1029,F16,911,459,1280,681
3296,1536,1026,F16,369,204,486,288
3297,1200,698,F16,1,1,949,592
3298,1240,698,F16,392,1,1218,698
3299,1240,698,F16,305,1,743,439
3300,1240,698,F16,262,14,531,337
3301,1240,698,F16,197,26,415,219
3302,1240,698,F16,158,22,305,171
3303,1240,698,F16,109,43,249,173
3304,1366,911,F16,651,351,801,536
3305,1638,2048,F16,690,301,810,457
3306,1638,2048,F16,818,364,960,536
3307,4151,2771,F16,1003,728,1682,1252
3308,4151,2771,F16,2049,1358,2668,1812
3309,4151,2771,F16,3224,1327,3817,1742
3310,1200,630,F16,17,377,228,473
3311,1200,630,F16,190,359,484,466
3312,1200,630,F16,265,300,531,400
3313,1200,630,F16,445,367,817,486
3314,1200,630,F16,501,277,833,389
3315,1200,630,F16,540,225,847,332
3316,1024,684,F16,540,218,841,312
3317,1949,1300,F16,338,449,1196,777
3318,1993,1424,F16,270,67,1517,836
3319,1993,1424,F16,456,442,1659,1078
3320,1993,1424,F16,716,775,1905,1387
3321,2000,1362,F16,788,336,1960,1324
3322,1200,800,F16,152,333,1090,665
3323,1200,800,F16,126,249,1016,501
3324,1200,800,F16,63,137,887,401
3325,1200,800,F16,61,72,845,280
3326,1280,853,F16,474,140,1201,659
3327,1109,739,F16,480,311,1046,546
3328,1638,731,F16,184,546,250,601
3329,1027,437,F16,490,114,1017,235
3330,800,1162,F16,193,200,609,903
3331,2032,1274,F16,1043,671,1365,864
3332,2048,1365,F16,339,159,1918,711
3333,2048,1365,F16,215,329,1242,715
3334,1170,780,F16,1,1,1170,762
3335,1200,675,F16,96,53,939,480
3336,1280,720,F16,465,309,902,475
3337,1000,667,F16,402,412,502,466
3338,1000,667,F16,626,419,707,452
3339,1400,933,F16,49,374,1370,769
3340,1200,719,F16,82,361,537,599
3341,1536,861,F16,114,291,1391,712
3342,4096,2731,F16,1,1,4096,2300
3343,1440,1028,F16,613,304,1152,727
3344,1440,1028,F16,650,330,1180,746
3345,1440,1028,F16,632,287,1158,508
3346,1000,562,F16,59,88,361,177
3347,2048,1463,F16,616,60,1944,1389
3348,2137,1425,F16,971,606,1221,913
3349,3600,2400,F16,147,1170,859,2195
3350,3600,2400,F16,1643,700,2379,1717
3351,3600,2400,F16,2583,251,3328,1281
3352,1776,1182,F16,1308,74,1640,342
3353,1920,1371,F16,386,423,1674,964
3354,675,1200,F16,541,795,632,892
3355,675,1200,F16,477,740,566,834
3356,675,1200,F16,347,623,437,723
3357,675,1200,F16,282,567,372,664
3358,675,1200,F16,217,509,308,609
3359,675,1200,F16,150,451,242,551
3360,675,1200,F16,86,394,177,493
3361,2756,1707,F16,982,65,2719,1039
3362,1280,853,F16,192,191,1149,649
3363,2640,1980,F16,452,854,1709,1530
3364,1280,853,F16,29,282,1233,602
3365,3000,1993,F16,1116,542,1609,782
3366,900,720,F16,10,161,874,506
3367,1638,2048,F16,396,1047,1184,1554
3368,1638,2048,F16,232,661,1246,1404
3369,1638,2048,F16,880,605,1343,880
3370,1638,2048,F16,422,214,1342,886
3371,4055,2649,F16,1785,1514,4028,2240
3372,1199,798,F16,54,622,169,656
3373,1000,463,F16,517,153,735,319
3374,1012,1268,F16,45,21,959,837
3375,1280,852,F16,90,224,1184,563
3376,3028,2018,F16,1449,717,1905,927
3377,2734,1953,F16,1533,400,2094,629
3378,2048,1026,F16,358,428,452,456
3379,2048,1026,F16,476,409,555,434
3380,2048,1026,F16,549,403,629,430
3381,2048,1026,F16,876,717,1003,758
3382,780,439,F16,499,95,772,288
3383,780,439,F16,406,148,545,203
3384,1638,2048,F16,1161,1179,1300,1364
3385,1638,2048,F16,996,1219,1501,1979
3386,1638,2048,F16,1155,1560,1405,1921
3387,1920,1281,F16,1258,620,1567,709
3388,1920,1281,F16,1121,726,1414,813
3389,1920,1281,F16,964,903,1255,988
3390,1280,914,F16,210,213,742,408
3391,1280,720,F16,60,1,1266,720
3392,1200,800,F16,258,263,766,549
3393,4096,2734,F16,153,1479,866,1727
3394,4096,2734,F16,83,438,4096,2349
3395,1200,675,F16,428,210,828,388
3396,1599,1064,F16,380,918,535,981
3397,1000,667,F16,335,433,403,468
3398,1280,746,F16,31,1,1253,658
3399,1000,692,F16,389,402,875,651
3400,1200,667,F16,141,320,241,403
3401,1200,667,F16,980,323,1079,401
3402,4096,2926,F16,3352,1649,3522,1744
3403,1024,748,F16,52,250,808,556
3404,1024,748,F16,687,40,982,169
3405,1280,850,F16,125,270,1079,537
3406,1920,1279,F16,35,225,735,512
3407,1920,1279,F16,1176,187,1869,464
3408,1920,1279,F16,1282,876,1920,1164
3409,1920,1279,F16,415,865,1091,1120
3410,2000,826,F16,1,12,2000,722
3411,1024,682,F16,160,129,849,372
3412,1200,800,F16,186,54,856,724
3413,3000,2000,F16,971,737,1170,811
3414,3340,2386,F16,846,754,1310,954
3415,2410,1902,F16,856,1124,1405,1314
3416,1920,1311,F16,311,387,354,404
3417,1920,1311,F16,1187,210,1224,225
3418,1280,853,F16,242,1,1267,736
3419,1360,594,F16,548,143,1296,392
3420,1446,811,F16,387,159,1063,525
3421,1242,1553,F16,94,280,1187,1127
3422,1000,563,F16,290,95,536,168
3423,3840,2160,F16,1481,1781,1842,1890
3424,1600,1065,F16,105,504,1189,851
3425,2400,2400,F16,1,749,2381,1714
3426,1200,810,F16,316,383,334,392
3427,1200,810,F16,481,383,497,392
3428,2048,1638,F16,1118,303,1992,1357
3429,2048,1638,F16,459,324,1555,1345
3430,2048,1638,F16,40,355,1181,1412
3431,564,628,F16,22,63,535,569
3432,4425,2950,F16,1,120,4425,2950
3433,1366,911,F16,703,267,995,547
3434,960,640,F16,554,96,737,176
3435,960,640,F16,725,98,907,178
3436,1140,712,F16,86,273,809,483
3437,1140,712,F16,80,125,855,384
3438,1140,712,F16,320,73,1122,343
3439,4096,2731,F16,1613,942,3526,2507
3440,1080,1350,F16,128,2,948,1350
3441,1200,800,F16,471,55,714,281
3442,1000,947,F16,46,409,935,848
3443,1000,947,F16,335,245,905,529
3444,1000,947,F16,473,85,843,278
3445,1000,947,F16,472,47,776,201
3446,2000,1500,F16,959,777,1173,1019
3447,1280,707,F16,434,42,843,276
3448,1366,911,F16,592,447,845,664
3449,1280,698,F16,128,547,173,613
3450,1280,698,F16,83,193,140,242
3451,1280,698,F16,1202,387,1271,440
3452,1280,698,F16,868,263,934,311
3453,1000,714,F16,288,229,659,331
3454,1000,714,F16,198,230,714,396
3455,1000,714,F16,49,248,881,568
3456,3506,2504,F16,847,1792,2137,2245
3457,2048,2048,F16,80,1192,2048,1816
3458,2722,1669,F16,1562,646,2490,1005
3459,1440,1800,F16,396,186,1046,1157
3460,1024,823,F16,67,58,520,409
3461,1024,823,F16,450,413,922,787
3462,1600,1067,F16,488,678,692,755
3463,1000,667,F16,792,360,831,396
3464,1000,667,F16,224,383,260,414
3465,3201,2010,F16,1002,903,2165,1319
3466,1366,911,F16,107,231,1095,814
3467,734,539,F16,141,90,326,165
3468,734,539,F16,84,169,267,243
3469,734,539,F16,286,266,467,335
3470,734,539,F16,513,378,694,447
3471,1200,789,F16,543,543,622,577
3472,1200,789,F16,707,483,777,515
3473,1200,789,F16,1,213,41,232
3474,1000,667,F16,314,312,676,443
3475,4256,2832,F16,1,229,3969,1902
3476,1740,1080,F16,27,364,1517,934
3477,2214,1236,F16,1192,555,1941,871
3478,1000,556,F16,348,13,388,41
3479,1000,556,F16,361,515,402,546
3480,1125,1500,F16,228,223,864,1147
3481,1024,682,F16,63,45,671,548
3482,3365,1913,F16,354,217,3271,1559
3483,1079,1600,F16,77,263,950,658
3484,4096,2725,F16,1237,853,2486,1408
3485,1200,800,F16,1,1,1200,789
3486,1440,1800,F16,241,443,345,516
3487,1440,1800,F16,201,343,342,430
3488,1440,1800,F16,312,279,424,381
3489,1440,1800,F16,164,184,337,317
3490,1440,1800,F16,342,140,457,291
3491,1440,1800,F16,475,155,563,295
3492,2670,1780,F16,356,1,1708,611
3493,4679,2632,F16,1718,832,1999,1260
3494,4679,2632,F16,3119,1371,3585,1702
3495,4679,2632,F16,3559,1848,4023,2180
3496,1200,800,F16,79,63,306,254
3497,1920,1372,F16,32,700,215,788
3498,1920,1372,F16,193,707,391,810
3499,1920,1372,F16,412,719,628,835
3500,1920,1372,F16,686,733,927,870
3501,1920,1372,F16,1552,691,1816,774
3502,1920,1372,F16,1253,687,1486,762
3503,1920,1372,F16,1014,682,1221,750
3504,1920,1372,F16,816,676,1004,739
3505,1920,1372,F16,647,670,819,718
3506,1920,1372,F16,387,664,535,715
3507,1920,1372,F16,279,660,400,708
3508,1000,665,F16,346,241,692,403
3509,728,455,F16,30,228,688,443
3510,728,455,F16,336,110,666,218
3511,960,1200,F16,248,298,557,735
3512,1279,815,F16,567,266,792,339
3513,1279,815,F16,681,471,1212,640
3514,1280,853,F16,116,425,1066,719
3515,1280,853,F16,104,126,1084,425
3516,1000,667,F16,399,223,938,452
3517,570,350,F16,155,176,414,290
3518,3000,1995,F16,1,338,3000,1612
3519,1638,2048,F16,500,329,1269,1014
3520,1638,2048,F16,302,467,1342,1203
3521,1638,2048,F16,49,560,1595,1620
3522,3872,2592,F16,3195,1245,3430,1410
3523,1200,800,F16,424,366,823,500
3524,1100,822,F16,193,181,862,729
3525,2000,1500,F16,856,523,969,669
3526,1000,667,F16,444,282,494,298
3527,1000,667,F16,210,437,296,463
3528,1280,853,F16,45,131,1262,579
3529,6939,3777,F16,2630,1679,3503,2052
3530,6939,3777,F16,3177,151,3456,292
3531,950,582,F16,77,142,904,492
3532,1200,1825,F16,119,1062,485,1602
3533,1200,1825,F16,276,736,644,1277
3534,1200,1825,F16,435,479,805,1011
3535,1200,1825,F16,610,178,971,708
3536,2000,1331,F16,46,1,1348,1331
3537,1280,720,F16,1,183,544,437
3538,2048,1367,F16,1,1,2048,1234
3539,1918,1280,F16,39,569,75,596
3540,1918,1280,F16,1861,569,1903,603
3541,1280,774,F16,38,288,1201,608
3542,800,1200,F16,145,238,277,448
3543,800,1200,F16,324,73,424,241
3544,800,1200,F16,297,248,394,435
3545,800,1200,F16,322,515,430,703
3546,800,1200,F16,306,467,638,952
3547,800,1200,F16,439,350,691,669
3548,1280,801,F16,782,564,1176,674
3549,4096,2734,F16,433,1565,2152,2032
3550,2000,1259,F16,190,792,910,1053
3551,2048,1462,F16,217,163,1541,1256
3552,2048,1462,F16,601,166,1869,1237
3553,1800,1200,F16,919,683,1760,1029
3554,996,560,F16,584,416,711,488
3555,996,560,F16,504,330,628,397
3556,996,560,F16,558,267,678,335
3557,996,560,F16,435,251,563,322
3558,996,560,F16,500,177,627,248
3559,996,560,F16,561,97,682,169
3560,6048,4024,F16,2171,1549,2912,2320
3561,1280,886,F16,301,161,692,439
3562,1280,886,F16,447,255,800,528
3563,1280,886,F16,563,369,930,627
3564,1280,886,F16,713,457,1060,685
3565,1995,1339,F16,199,869,566,1069
3566,1995,1339,F16,1351,878,1879,1063
3567,2400,1920,F16,1,1,2400,1920
3568,1000,666,F16,595,512,674,617
3569,1000,666,F16,340,255,460,334
3570,1574,1968,F16,84,85,1255,1914
3571,1574,1968,F16,168,100,1536,1592
3572,1000,668,F16,402,303,1000,668
3573,1109,739,F16,465,147,994,385
3574,1024,819,F16,393,232,645,361
3575,2048,1096,F16,417,258,589,313
3576,2048,1096,F16,936,272,1105,322
3577,2048,1096,F16,1182,304,1351,355
3578,2048,1096,F16,1408,321,1580,374
3579,2048,1096,F16,1622,326,1791,375
3580,2048,1096,F16,1828,338,2000,388
3581,1600,1067,F16,942,550,1112,619
3582,1200,765,F16,226,419,377,463
3583,1200,765,F16,711,174,876,222
3584,1280,692,F16,153,261,1096,570
3585,1798,2560,F16,1,1459,1435,2560
